,name,nationality,sex,date_of_birth,height,weight,sport,gold,silver,bronze,total,year,age
273,Alberth Bravo,VEN,male,1987-08-29,1.99,88.0,athletics,0,0,0,0,1987,29
274,Alberth Elis,HON,male,1996-02-12,1.84,77.0,football,0,0,0,0,1996,20
275,Albertina Cruz Kassoma,ANG,female,1996-06-12,1.92,105.0,handball,0,0,0,0,1996,20
276,Alberto Alvarez,MEX,male,1991-03-08,1.91,78.0,athletics,0,0,0,0,1991,25
277,Alberto Ezequiel Melian,ARG,male,1990-01-02,1.7,96.5,boxing,0,0,0,0,1990,26
278,Alberto Fernandez,ESP,male,1983-06-16,1.8,115.0,shooting,0,0,0,0,1983,33
279,Alberto Ignacio Palmetta,ARG,male,1990-04-05,1.75,110.0,boxing,0,0,0,0,1990,26
280,Alberto Munarriz Egana,ESP,male,1994-05-19,1.98,105.0,aquatics,0,0,0,0,1994,22
281,Alberto Ricchetti,ITA,male,1985-05-26,1.86,88.0,canoe,0,0,0,0,1985,31
282,Albin Lagergren,SWE,male,1992-09-11,1.86,94.0,handball,0,0,0,0,1992,24
283,Albina Shakirova,RUS,female,1987-03-30,1.65,50.0,shooting,0,0,0,0,1987,29
284,Aldemir da Silva Junior,BRA,male,1992-06-08,1.93,80.0,athletics,0,0,0,0,1992,24
285,Aldo Montano,ITA,male,1978-11-18,1.84,82.0,fencing,0,0,0,0,1978,38
286,Alec Potts,AUS,male,1996-02-09,1.85,77.0,archery,0,0,1,1,1996,20
287,Aleixo-Platini Menga,GER,male,1987-09-29,1.82,82.0,athletics,0,0,0,0,1987,29
288,Alejandra Betancur,COL,female,1987-06-13,1.6,82.0,rugby sevens,0,0,0,0,1987,29
289,Alejandra Garza Garza,MEX,female,1991-08-01,1.65,75.0,weightlifting,0,0,0,0,1991,25
290,Alejandra Jhonay Benitez Romero,VEN,female,1980-07-07,1.69,62.0,fencing,0,0,0,0,1980,36
291,Alejandra Llaneza,MEX,female,1988-05-31,1.58,48.0,golf,0,0,0,0,1988,28
292,Alejandra Orozco,MEX,female,1997-04-19,1.57,56.0,aquatics,0,0,0,0,1997,19
293,Alejandra Ortega,MEX,female,1994-07-08,1.65,57.0,athletics,0,0,0,0,1994,22
294,Alejandra Quereda,ESP,female,1992-07-24,1.75,54.0,gymnastics,0,1,0,1,1992,24
295,Alejandra Teran,MEX,female,1991-01-20,1.76,73.0,fencing,0,0,0,0,1991,25
296,Alejandra Valencia,MEX,female,1994-10-17,1.75,74.0,archery,0,0,0,0,1994,22
297,Alejandra Zavala Vazquez,MEX,female,1984-06-16,1.65,85.0,shooting,0,0,0,0,1984,32
298,Alejandro Enrique Valdes Tobier,CUB,male,1988-11-18,1.65,65.0,wrestling,0,0,0,0,1988,28
299,Alejandro Foglia Costa,URU,male,1984-01-30,1.9,96.0,sailing,0,0,0,0,1984,32
300,Alejandro Valverde Belmonte,ESP,male,1980-04-25,1.77,63.0,cycling,0,0,0,0,1980,36
301,Aleksandar Aleksandrov,AZE,male,1990-04-09,1.89,93.0,rowing,0,0,0,0,1990,26
302,Aleksandar IVOVIC,MNE,male,1986-02-24,1.97,107.0,aquatics,0,0,0,0,1986,30
303,Aleksandar Karakasevic,SRB,male,1975-12-09,1.78,85.0,table tennis,0,0,0,0,1975,41
304,Aleksandar Kukolj,SRB,male,1991-09-09,1.94,94.0,judo,0,0,0,0,1991,25
305,Aleksandar Nikolov,BUL,male,1992-06-18,1.85,75.0,aquatics,0,0,0,0,1992,24
306,Aleksandar RADOVIC,MNE,male,1987-02-24,1.91,98.0,aquatics,0,0,0,0,1987,29
307,Aleksandr Krasnykh,RUS,male,1995-06-19,1.88,80.0,aquatics,0,0,0,0,1995,21
308,Aleksandr Lipatov,RUS,male,1981-06-10,1.84,77.0,canoe,0,0,0,0,1981,35
309,Aleksandr Markov,RUS,male,1985-05-26,1.79,70.0,equestrian,0,0,0,0,1985,31
310,Aleksandr Popkov,RUS,male,1994-12-27,1.85,80.0,aquatics,0,0,0,0,1994,22
311,Aleksandr Sadovnikov,RUS,male,1996-09-21,1.93,85.0,aquatics,0,0,0,0,1996,20
312,Aleksandra Cotti,ITA,female,1988-12-13,1.67,65.0,aquatics,0,1,0,1,1988,28
313,Aleksandra Crvendakic,SRB,female,1996-03-17,1.87,76.0,basketball,0,0,1,1,1996,20
314,Aleksandra Jarmolinska,POL,female,1990-09-06,1.6,67.0,shooting,0,0,0,0,1990,26
315,Aleksandra Krunic,SRB,female,1993-03-15,1.63,55.0,tennis,0,0,0,0,1993,23
316,Aleksandra Patskevich,RUS,female,1988-11-04,1.69,49.0,aquatics,1,0,0,1,1988,28
317,Aleksandra Romanova,KAZ,female,1990-12-26,1.68,58.0,athletics,0,0,0,0,1990,26
318,Aleksandra Socha,POL,female,1982-03-30,1.74,66.0,fencing,0,0,0,0,1982,34
319,Aleksandra Urbanczyk,POL,female,1987-11-13,1.72,64.0,aquatics,0,0,0,0,1987,29
320,Aleksandrs Samoilovs,LAT,male,1985-04-06,1.96,98.0,volleyball,0,0,0,0,1985,31
321,Aleksei Brianskii,RUS,male,1997-09-14,1.92,82.0,aquatics,0,0,0,0,1997,19
322,Aleksei Kurbatov,RUS,male,1994-05-09,1.885,86.0,cycling,0,0,0,0,1994,22
323,Aleksejs Rumjancevs,LAT,male,1986-02-13,1.85,90.0,canoe,0,0,0,0,1986,30
324,Aleksejs Saramotins,LAT,male,1982-04-08,1.85,75.0,cycling,0,0,0,0,1982,34
325,Aleksey Mochalov,UZB,male,1990-02-13,1.86,90.0,canoe,0,0,0,0,1990,26
326,Aleksi Ojala,FIN,male,1992-12-09,1.8,62.0,athletics,0,0,0,0,1992,24
327,Alemu Bekele,BRN,male,1990-03-23,1.62,59.0,athletics,0,0,0,0,1990,26
328,Alen Zasieiev,UKR,male,1988-10-10,1.85,125.0,wrestling,0,0,0,0,1988,28
329,Alena Abramchuk,BLR,female,1988-02-14,1.82,95.0,athletics,0,0,0,0,1988,28
330,Alena Amialiusik,BLR,female,1989-02-06,1.69,52.0,cycling,0,0,0,0,1989,27
331,Alena Furman,BLR,female,1991-05-08,1.79,65.0,rowing,0,0,0,0,1991,25
332,Alena Sharp,CAN,female,1981-03-07,1.68,69.0,golf,0,0,0,0,1981,35
333,Alena Sobaleva,BLR,female,1993-05-11,1.78,87.0,athletics,0,0,0,0,1993,23
334,Alesha Widdall,USA,female,1990-01-03,1.73,65.0,hockey,0,0,0,0,1990,26
335,Alessandra Aguilar,ESP,female,1978-07-01,1.65,50.0,athletics,0,0,0,0,1978,38
336,Alessandra Patelli,ITA,female,1991-11-17,1.8,70.0,rowing,0,0,0,0,1991,25
337,Alessandra Perilli,SMR,female,1988-04-01,1.69,73.0,shooting,0,0,0,0,1988,28
338,Alessandro De Marchi,ITA,male,1986-05-19,1.81,66.0,cycling,0,0,0,0,1986,30
339,Alessandro Fabian,ITA,male,1988-01-07,1.86,77.0,triathlon,0,0,0,0,1988,28
340,Alessandro Nora,ITA,male,1987-05-24,1.91,85.0,aquatics,0,0,1,1,1987,29
341,Alessandro Velotto,ITA,male,1995-02-12,1.86,85.0,aquatics,0,0,1,1,1995,21
342,Alessia Gennari,ITA,female,1991-11-03,1.84,68.0,volleyball,0,0,0,0,1991,25
343,Alessia Maurelli,ITA,female,1996-08-22,1.68,48.0,gymnastics,0,0,0,0,1996,20
344,Alessia Orro,ITA,female,1998-07-18,1.8,74.0,volleyball,0,0,0,0,1998,18
345,Alessia Polieri,ITA,female,1994-10-21,1.63,55.0,aquatics,0,0,0,0,1994,22
346,Alessia Trost,ITA,female,1993-03-08,1.88,70.0,athletics,0,0,0,0,1993,23
347,Aletta Jorritsma,NED,female,1989-05-17,1.86,76.0,rowing,0,0,0,0,1989,27
348,Alev Kelter,USA,female,1991-03-21,1.68,74.0,rugby sevens,0,0,0,0,1991,25
349,Alex Abrines,ESP,male,1993-08-01,1.98,93.0,basketball,0,0,1,1,1993,23
350,Alex Amankwah,GHA,male,1992-03-02,1.895,83.5,athletics,0,0,0,0,1992,24
351,Alex Beddoes,COK,male,1995-07-09,1.81,74.0,athletics,0,0,0,0,1995,21
352,Alex Bowen,USA,male,1993-09-04,1.96,102.0,aquatics,0,0,0,0,1993,23
353,Alex Casasayas,ESP,male,1988-02-17,1.83,78.0,hockey,0,0,0,0,1988,28
354,Alex Cejka,GER,male,1970-12-02,1.68,65.0,golf,0,0,0,0,1970,46
355,Alex Garcia,BRA,male,1980-03-04,1.92,102.0,basketball,0,0,0,0,1980,36
356,Alex Garcia Mendoza,CUB,male,1993-06-02,1.86,110.0,judo,0,0,0,0,1993,23
357,Alex Gregory,GBR,male,1984-03-11,1.98,97.0,rowing,1,0,0,1,1984,32
358,Alex Hua Tian,CHN,male,1989-10-25,1.9,70.0,equestrian,0,0,0,0,1989,27
359,Alex Kennedy,NZL,male,1992-10-13,1.96,96.0,rowing,0,0,0,0,1992,24
360,Alex Maloney,NZL,female,1992-03-19,1.58,56.0,sailing,0,1,0,1,1992,24
361,Alex Morgan,USA,female,1989-07-02,1.7,59.0,football,0,0,0,0,1989,27
362,Alex Obert,USA,male,1991-12-18,1.96,105.0,aquatics,0,0,0,0,1991,25
363,Alex Ranghieri,ITA,male,1987-06-18,2.0,94.0,volleyball,0,0,0,0,1987,29
364,Alex Roelse,USA,male,1995-01-10,2.04,115.0,aquatics,0,0,0,0,1995,21
365,Alex Rose,SAM,male,1991-11-17,1.96,90.5,athletics,0,0,0,0,1991,25
366,Alex Sobers,BAR,male,1998-11-13,1.88,66.0,aquatics,0,0,0,0,1998,18
367,Alex William Pombo Silva,BRA,male,1988-07-21,1.74,73.0,judo,0,0,0,0,1988,28
368,Alex Wright,IRL,male,1990-12-19,1.75,62.0,athletics,0,0,0,0,1990,26
369,Alex di Giorgio,ITA,male,1990-07-28,1.85,75.0,aquatics,0,0,0,0,1990,26
370,Alexa Moreno,MEX,female,1994-08-08,1.47,45.0,gymnastics,0,0,0,0,1994,22
371,Alexander Belonogoff,AUS,male,1990-04-17,1.87,90.0,rowing,0,1,0,1,1990,26
372,Alexander Brouwer,NED,male,1989-11-03,1.98,90.0,volleyball,0,0,1,1,1989,27
373,Alexander Bryukhankov,RUS,male,1987-04-12,1.84,79.0,triathlon,0,0,0,0,1987,29
374,Alexander Bury,BLR,male,1987-09-14,1.84,94.0,tennis,0,0,0,0,1987,29
375,Alexander Choupenitch,CZE,male,1994-05-02,1.96,89.0,fencing,0,0,0,0,1994,22
376,Alexander Edmondson,AUS,male,1993-12-22,1.84,76.0,cycling,0,1,0,1,1993,23
377,Alexander Fransson,SWE,male,1994-04-02,1.8,75.0,football,0,0,0,0,1994,22
378,Alexander Gehbauer,AUT,male,1990-04-24,1.85,70.0,cycling,0,0,0,0,1990,26
379,Alexander Hartmann,AUS,male,1993-03-07,1.98,91.0,athletics,0,0,0,0,1993,23
380,Alexander Hendrickx,BEL,male,1993-08-06,1.85,82.0,hockey,0,0,0,0,1993,23
381,Alexander Hill,AUS,male,1993-03-11,1.93,91.0,rowing,0,1,0,1,1993,23
382,Alexander Horst,AUT,male,1982-12-20,1.86,88.0,volleyball,0,0,0,0,1982,34
383,Alexander Huber,AUT,male,1985-07-25,1.79,64.0,volleyball,0,0,0,0,1985,31
384,Alexander John,GER,male,1986-05-03,1.85,84.0,athletics,0,0,0,0,1986,30
385,Alexander Karwoski,USA,male,1990-09-16,1.94,90.0,rowing,0,0,0,0,1990,26
386,Alexander Kosenkow,GER,male,1977-03-14,1.78,74.0,athletics,0,0,0,0,1977,39
387,Alexander Leksell,SWE,male,1997-02-14,1.76,78.0,football,0,0,0,0,1997,19
388,Alexander Lerionka Sampao,KEN,male,1996-12-31,1.8050000000000002,67.0,athletics,0,0,0,0,1996,20
389,Alexander Lesun,RUS,male,1988-07-01,1.85,74.0,modern pentathlon,1,0,0,1,1988,28
390,Alexander Lloyd,AUS,male,1990-12-17,1.89,89.0,rowing,0,0,0,0,1990,26
391,Alexander Massialas,USA,male,1994-04-20,1.88,81.0,fencing,0,1,1,2,1994,22
392,Alexander Milosevic,SWE,male,1992-01-30,1.92,77.0,football,0,0,0,0,1992,24
393,Alexander Molerio Quintana,CUB,male,1991-09-19,1.69,75.0,shooting,0,0,0,0,1991,25
394,Alexander Naddour,USA,male,1991-03-04,1.71,70.0,gymnastics,0,0,1,1,1991,25
395,Alexander Peya,AUT,male,1980-06-27,1.82,80.0,tennis,0,0,0,0,1980,36
396,Alexander Russo,BRA,male,1994-07-26,1.73,61.0,athletics,0,0,0,0,1994,22
397,Alexander Schmirl,AUT,male,1989-09-19,1.76,95.0,shooting,0,0,0,0,1989,27
398,Alexander Shatilov,ISR,male,1987-03-22,1.83,77.0,gymnastics,0,0,0,0,1987,29
399,Alexander Shibaev,RUS,male,1990-09-09,1.92,80.0,table tennis,0,0,0,0,1990,26
400,Alexander Sigurbjornsson,ESP,male,1988-12-13,1.8,80.0,rowing,0,0,0,0,1988,28
401,Alexander Sukhorukov,RUS,male,1988-02-22,1.96,93.0,aquatics,0,0,0,0,1988,28
402,Alexander Volkov,RUS,male,1985-02-14,2.1,90.0,volleyball,0,0,0,0,1985,31
403,Alexandr Spac,MDA,male,1989-11-21,1.64,77.0,weightlifting,0,0,0,0,1989,27
404,Alexandr Yemelyanov,KAZ,male,1984-01-01,1.84,97.0,canoe,0,0,0,0,1984,32
405,Alexandr Zaichikov,KAZ,male,1992-08-17,1.8,105.0,weightlifting,0,0,1,1,1992,24
406,Alexandra Burghardt,GER,female,1994-04-28,1.81,70.0,athletics,0,0,0,0,1994,22
407,Alexandra Danson,GBR,female,1985-05-21,1.67,56.0,hockey,1,0,0,1,1985,31
408,Alexandra Hagan,AUS,female,1991-03-21,1.82,75.0,rowing,0,0,0,0,1991,25
409,Alexandra Keresztesi,ARG,female,1983-04-26,1.83,72.0,canoe,0,0,0,0,1983,33
410,Alexandra Lacrabere,FRA,female,1987-04-27,1.77,73.0,handball,0,1,0,1,1987,29
411,Alexandra Longova,SVK,female,1994-02-07,1.73,51.0,archery,0,0,0,0,1994,22
412,Alexandra Martinez,BRA,female,1981-09-16,1.77,68.0,handball,0,0,0,0,1981,35
413,Alexandra Mirca,MDA,female,1993-10-11,1.68,70.0,archery,0,0,0,0,1993,23
414,Alexandra Nemich,KAZ,female,1995-01-03,1.68,46.0,aquatics,0,0,0,0,1995,21
415,Alexandra Oquendo,PUR,female,1984-02-03,1.89,75.0,volleyball,0,0,0,0,1984,32
416,Alexandra Popp,GER,female,1991-04-06,1.74,65.0,football,1,0,0,1,1991,25
417,Alexandra Privalova,BLR,female,1987-10-29,1.78,66.0,table tennis,0,0,0,0,1987,29
418,Alexandra Raisman,USA,female,1994-05-25,1.58,52.0,gymnastics,1,2,0,3,1994,22
419,Alexandra Razarenova,RUS,female,1990-07-17,1.68,56.0,triathlon,0,0,0,0,1990,26
420,Alexandra Tavernier,FRA,female,1993-12-13,1.7,82.0,athletics,0,0,0,0,1993,23
421,Alexandra Touretski,SUI,female,1994-09-20,1.7,58.0,aquatics,0,0,0,0,1994,22
422,Alexandra Wenk,GER,female,1995-02-07,1.8,63.0,aquatics,0,0,0,0,1995,21
423,Alexandra Wester,GER,female,1994-03-21,1.8,64.0,athletics,0,0,0,0,1994,22
424,Alexandre Ayache,FRA,male,1982-09-20,1.8,80.0,equestrian,0,0,0,0,1982,34
425,Alexandre Bouzaid,SEN,male,1981-06-29,1.68,75.0,fencing,0,0,0,0,1981,35
426,Alexandre Camarasa,FRA,male,1987-06-10,1.93,100.0,aquatics,0,0,0,0,1987,29
427,Alexandre Camargo,BRA,male,1999-04-25,1.77,75.0,fencing,0,0,0,0,1999,17
428,Alexandre Haldemann,SUI,male,1995-03-08,1.86,81.0,aquatics,0,0,0,0,1995,21
429,Alexandre Iddir,FRA,male,1991-02-21,1.84,90.0,judo,0,0,0,0,1991,25
430,Alexandre de Paeuw,BEL,male,1988-10-07,1.78,75.0,hockey,0,0,0,0,1988,28
431,Alexandres Gounas,GRE,male,1989-10-03,1.79,73.0,aquatics,0,0,0,0,1989,27
432,Alexandrina Cabral,ESP,female,1986-05-05,1.75,62.0,handball,0,0,0,0,1986,30
433,Alexandro Pozzer,BRA,male,1988-12-21,1.92,107.0,handball,0,0,0,0,1988,28
434,Alexandros Papamichail,GRE,male,1988-09-18,1.78,63.0,athletics,0,0,0,0,1988,28
435,Alexei Klimov,RUS,male,1975-08-27,1.82,88.0,shooting,0,0,0,0,1975,41
436,Alexei Sancov,MDA,male,1999-10-15,1.88,85.0,aquatics,0,0,0,0,1999,17
437,Alexej Prochorow,GER,male,1990-03-30,1.91,138.0,weightlifting,0,0,0,0,1990,26
438,Alexey Alipov,RUS,male,1975-08-07,1.74,80.0,shooting,0,0,0,0,1975,41
439,Alexey Cheremisinov,RUS,male,1985-07-09,1.83,75.0,fencing,1,0,0,1,1985,31
440,Alexey Denisenko,RUS,male,1993-08-30,1.85,68.0,taekwondo,0,1,0,1,1993,23
441,Alexey Dergunov,KAZ,male,1984-09-16,1.87,95.0,canoe,0,0,0,0,1984,32
442,Alexey Verbov,RUS,male,1982-01-31,1.83,79.0,volleyball,0,0,0,0,1982,34
443,Alexey Yakimenko,RUS,male,1983-10-31,1.84,80.0,fencing,0,0,0,0,1983,33
444,Alexi Pappas,GRE,female,1990-03-28,1.84,82.5,athletics,0,0,0,0,1990,26
445,Alexis Gonzalez,ARG,male,1981-07-21,1.84,85.0,volleyball,0,0,0,0,1981,35
446,Alexis Raynaud,FRA,male,1994-08-19,1.72,78.0,shooting,0,0,1,1,1994,22
447,Alexis Santos,POR,male,1992-03-23,1.85,74.0,aquatics,0,0,0,0,1992,24
448,Alexis Soto,ARG,male,1993-10-20,1.64,66.0,football,0,0,0,0,1993,23
449,Alexis Vuillermoz,FRA,male,1988-06-01,1.73,60.0,cycling,0,0,0,0,1988,28
450,Alexus Laird,SEY,female,1993-03-11,1.72,61.0,aquatics,0,0,0,0,1993,23
451,Alfonso Antonio Leyva Yepez,MEX,male,1993-01-06,1.81,85.0,wrestling,0,0,0,0,1993,23
452,Alfonso Benavides Lopez de Ayala,ESP,male,1991-03-09,1.82,86.0,canoe,0,0,0,0,1991,25
453,Alfred Kipketer,KEN,male,1996-12-28,1.67,60.0,athletics,0,0,0,0,1996,20
454,Alfredo Campo,ECU,male,1993-03-02,1.92,90.0,cycling,0,0,0,0,1993,23
455,Alfredo Talavera,MEX,male,1982-09-18,1.88,84.0,football,0,0,0,0,1982,34
456,Alhussein Gambour,LBA,male,1989-08-21,1.75,68.0,rowing,0,0,0,0,1989,27
457,Ali Adnan,IRQ,male,1993-12-19,1.8,76.0,football,0,0,0,0,1993,23
458,Ali Elghrari,LBA,male,1997-01-31,1.845,75.66666666666667,archery,0,0,0,0,1997,19
459,Ali Eren Demirezen,TUR,male,1990-04-02,1.89,75.33333333333333,boxing,0,0,0,0,1990,26
460,Ali Faez,IRQ,male,1994-09-09,1.84,75.0,football,0,0,0,0,1994,22
461,Ali Hashemi,IRI,male,1991-11-01,1.78,93.0,weightlifting,0,0,0,0,1991,25
462,Ali Hisny,IRQ,male,1994-05-23,1.77,70.0,football,0,0,0,0,1994,22
463,Ali Kaya,TUR,male,1994-04-20,1.75,54.0,athletics,0,0,0,0,1994,22
464,Ali Khalafalla,EGY,male,1996-05-13,1.82,78.0,aquatics,0,0,0,0,1996,20
465,Ali Khamis Khamis,BRN,male,1995-06-30,1.82,70.0,athletics,0,0,0,0,1995,21
466,Ali Krieger,USA,female,1984-07-28,1.68,63.0,football,0,0,0,0,1984,32
467,Ali Messaoudi,ALG,male,1995-10-13,1.78,63.0,athletics,0,0,0,0,1995,21
468,Ali Nouisri,TUN,male,1994-01-20,1.84,75.0,cycling,0,0,0,0,1994,22
469,Ali Pakdaman,IRI,male,1990-08-23,1.93,94.0,fencing,0,0,0,0,1990,26
470,Ali Riley,NZL,female,1987-10-30,1.63,57.0,football,0,0,0,0,1987,29
471,Ali Suljic,SWE,male,1997-09-18,1.89,80.0,football,0,0,0,0,1997,19
472,Ali Yousef Al Rumaihi,QAT,male,1981-08-26,1.77,86.0,equestrian,0,0,0,0,1981,35
473,Ali Zein Mohamed,EGY,male,1990-12-14,1.9,83.0,handball,0,0,0,0,1990,26
474,Alia Atkinson,JAM,female,1988-12-11,1.73,71.0,aquatics,0,0,0,0,1988,28
475,Alia Saeed Mohammed,UAE,female,1993-11-13,1.58,54.0,athletics,0,0,0,0,1993,23
476,Aliaksandr Bersanau,BLR,male,1992-09-01,1.76,94.0,weightlifting,0,0,0,0,1992,24
477,Aliaksandr Buikevich,BLR,male,1984-11-19,1.91,80.0,fencing,0,0,0,0,1984,32
478,Aliaksandr Liakhovich,BLR,male,1989-07-04,1.72,65.0,athletics,0,0,0,0,1989,27
479,Aliaksandra Herasimenia,BLR,female,1985-12-31,1.74,58.0,aquatics,0,0,1,1,1985,31
480,Aliaksandra Tarasava,BLR,female,1988-06-23,1.7,64.0,basketball,0,0,0,0,1988,28
481,Aliaksei Mzhachyk,BLR,male,1996-06-30,1.9,136.0,weightlifting,0,0,0,0,1996,20
482,Alican Kaynar,TUR,male,1988-10-30,1.91,98.0,sailing,0,0,0,0,1988,28
483,Alice Aprot Nawowuna,KEN,female,1994-01-02,1.52,54.0,athletics,0,0,0,0,1994,22
484,Alice Ingley,AUS,female,1993-01-13,1.72,80.0,archery,0,0,0,0,1993,23
485,Alice Mizzau,ITA,female,1993-03-18,1.8,65.0,aquatics,0,0,0,0,1993,23
486,Alice Naber-Lozeman,NED,female,1971-05-07,1.68,62.0,equestrian,0,0,0,0,1971,45
487,Alice Richardson,GBR,female,1987-05-14,1.72,69.0,rugby sevens,0,0,0,0,1987,29
488,Alice Schlesinger,GBR,female,1988-05-26,1.65,65.0,judo,0,0,0,0,1988,28
489,Alice Sinno,ITA,female,1992-09-08,1.75,69.0,sailing,0,0,0,0,1992,24
490,Alice Sotero,ITA,female,1991-05-28,1.66,53.0,modern pentathlon,0,0,0,0,1991,25
491,Alicia Blagg,GBR,female,1996-10-21,1.65,65.0,aquatics,0,0,0,0,1996,20
492,Alicia Brown,CAN,female,1990-01-21,1.65,57.0,athletics,0,0,0,0,1990,26
493,Alicia Cebrian Martinez de Lagos,ESP,female,1983-02-03,1.68,68.0,sailing,0,0,0,0,1983,33
494,Alicia Coutts,AUS,female,1987-09-14,1.76,69.0,aquatics,0,0,0,0,1987,29
495,Alicia Magaz,ESP,female,1994-05-24,1.61,60.0,hockey,0,0,0,0,1994,22
496,Alicia Quirk,AUS,female,1992-03-28,1.73,64.0,rugby sevens,1,0,0,1,1992,24
497,Alicja Tchorz,POL,female,1992-08-13,1.76,68.0,aquatics,0,0,0,0,1992,24
498,Alin Alexuc Ciurariu,ROU,male,1990-02-03,1.91,105.0,wrestling,0,0,0,0,1990,26
499,Alin Coste,ROU,male,1992-02-17,2.01,95.0,aquatics,0,0,0,0,1992,24
500,Alin George Moldoveanu,ROU,male,1983-05-03,1.73,73.0,shooting,0,0,0,0,1983,33
501,Alina Armas,NAM,female,1983-12-10,1.66,53.0,athletics,0,0,0,0,1983,33
502,Alina Fodorova,UKR,female,1989-07-31,1.75,65.0,athletics,0,0,0,0,1989,27
503,Alina Komashchuk,UKR,female,1993-04-24,1.69,75.0,fencing,0,1,0,1,1993,23
504,Alina Logvynenko,UKR,female,1990-07-18,1.8,67.0,athletics,0,0,0,0,1990,26
505,Alina Rotaru,ROU,female,1993-06-05,1.75,57.0,athletics,0,0,0,0,1993,23
506,Alina Stadnik Makhynia,UKR,female,1991-01-03,1.65,69.0,wrestling,0,0,0,0,1991,25
507,Alina Talay,BLR,female,1989-05-14,1.64,57.0,athletics,0,0,0,0,1989,27
508,Aline,BRA,female,1989-04-15,1.62,60.0,football,0,0,0,0,1989,27
509,Aline Focken,GER,female,1991-05-10,1.77,73.0,wrestling,0,0,0,0,1991,25
510,Aline da Silva Ferreira,BRA,female,1986-10-18,1.78,80.0,wrestling,0,0,0,0,1986,30
511,Aliona Dubitskaya,BLR,female,1990-01-25,1.8,76.0,athletics,0,0,0,0,1990,26
512,Alireza Khojasteh,IRI,male,1997-03-28,1.82,66.0,judo,0,0,0,0,1997,19
513,Alireza Mohammad Karimimachiani,IRI,male,1994-03-21,1.75,86.0,wrestling,0,0,0,0,1994,22
514,Alisa Kano,USA,female,1994-11-07,1.63,47.0,gymnastics,0,0,0,0,1994,22
515,Alisa Kiriliuk,RUS,female,1990-07-09,1.65,57.0,sailing,0,0,0,0,1990,26
516,Alise Post,USA,female,1991-01-17,1.58,56.0,cycling,0,1,0,1,1991,25
517,Alisha Glass,USA,female,1988-04-05,1.84,72.0,volleyball,0,0,1,1,1988,28
518,Alison Cerutti,BRA,male,1985-12-07,2.03,102.0,volleyball,1,0,0,1,1985,31
519,Alison Young,GBR,female,1987-05-29,1.82,70.0,sailing,0,0,0,0,1987,29
520,Alistair Bond,NZL,male,1989-08-16,1.86,71.0,rowing,0,0,0,0,1989,27
521,Alistair Brownlee,GBR,male,1988-04-23,1.84,70.0,triathlon,1,0,0,1,1988,28
522,Aliya Mustafina,RUS,female,1994-09-30,1.61,48.0,gymnastics,1,1,1,3,1994,22
523,Aliyah Abrams,GUY,female,1997-04-03,1.63,53.0,athletics,0,0,0,0,1997,19
524,Alize Cornet,FRA,female,1990-01-22,1.73,63.0,tennis,0,0,0,0,1990,26
525,Alla Cherkasova,UKR,female,1989-05-05,1.65,75.0,wrestling,0,0,0,0,1989,27
526,Alla Shishkina,RUS,female,1989-08-02,1.7,56.0,aquatics,1,0,0,1,1989,27
527,Allan Banegas,HON,male,1993-10-04,1.8,76.0,football,0,0,0,0,1993,23
528,Allan Fa'alava'au,AUS,male,1993-11-15,1.7,87.0,rugby sevens,0,0,0,0,1993,23
529,Allan Gutierrez,HON,male,1993-08-12,1.78,79.0,aquatics,0,0,0,0,1993,23
530,Allan Julie,SEY,male,1977-03-23,1.81,91.0,sailing,0,0,0,0,1977,39
531,Allan Norregaard,DEN,male,1981-03-19,1.73,67.0,sailing,0,0,0,0,1981,35
532,Allan do carmo,BRA,male,1989-08-03,1.74,73.0,aquatics,0,0,0,0,1989,27
533,Allans Vargas,HON,male,1993-09-25,1.84,69.0,football,0,0,0,0,1993,23
534,Allar Raja,EST,male,1983-06-22,1.9,95.0,rowing,0,0,1,1,1983,33
535,Allie Long,USA,female,1987-08-13,1.72,59.0,football,0,0,0,0,1987,29
536,Allison Beveridge,CAN,female,1993-06-01,1.69,62.0,cycling,0,0,1,1,1993,23
537,Allison M. Brock,USA,female,1979-12-07,1.68,58.0,equestrian,0,0,1,1,1979,37
538,Allison Pineau,FRA,female,1989-05-02,1.81,66.0,handball,0,1,0,1,1989,27
539,Allison Schmitt,USA,female,1990-06-07,1.86,74.0,aquatics,1,1,0,2,1990,26
540,Allistar Clarke,SKN,male,1990-10-03,1.87,71.0,athletics,0,0,0,0,1990,26
541,Allysha Chapman,CAN,female,1989-01-25,1.6,58.0,football,0,0,1,1,1989,27
542,Allyson Felix,USA,female,1985-11-18,1.68,56.0,athletics,2,1,0,3,1985,31
543,Allyson Ponson,ARU,female,1995-12-04,1.65,60.0,aquatics,0,0,0,0,1995,21
544,Almat Kebispayev,KAZ,male,1987-12-12,1.66,59.0,wrestling,0,0,0,0,1987,29
545,Almaz Ayana,ETH,female,1991-11-21,1.66,47.0,athletics,1,0,1,2,1991,25
546,Almir Velagic,GER,male,1981-08-22,1.83,149.0,weightlifting,0,0,0,0,1981,35
547,Almuth Schult,GER,female,1991-02-09,1.8,71.0,football,1,0,0,1,1991,25
548,Alona Koshevatskiy,ISR,female,1997-10-08,1.7,53.0,gymnastics,0,0,0,0,1997,19
